time_elapsed,population_size,average_fitness
1071,213,1.7131404690936554
1072,210,1.712203398776089
1073,208,1.7105918931955224
1074,414,1.7091829847170363
1075,312,1.7119831306577074
1076,262,1.7124260331308652
1077,236,1.7115708625285833
1078,224,1.7148025185600246
1079,217,1.710832602240863
1080,213,1.709208475613973
1081,211,1.7102799402798845
1082,420,1.7100096190876073
1083,419,1.7098734907545063
1084,316,1.712680146607066
1085,264,1.710808051727062
1086,237,1.710984304259237
1087,224,1.7150788709908242
1088,217,1.7128887415667913
1089,214,1.7121295081683303
1090,212,1.711611414937305
1091,422,1.7102799402798794
1092,316,1.707700090122392
1093,263,1.7088089585160957
1094,237,1.707891979948596
1095,224,1.7094819178620049
1096,217,1.7124294173555286
1097,214,1.711641539200419
1098,212,1.7111188424885644
1099,422,1.7104415521173517
1100,422,1.7104415521173517
1101,318,1.7132365449828941
1102,265,1.7112776348755276
1103,240,1.7119692603200984
1104,227,1.7160661210102603
1105,221,1.7141775867784397
1106,217,1.7121638338175627
1107,215,1.711653289102777
1108,428,1.7113944381609298
1109,323,1.7142806763258789
1110,271,1.7125123896160772
1111,245,1.7130933037963616
1112,232,1.7171648552698886
1113,225,1.7151174944029481
1114,221,1.713157201362168
1115,218,1.712415593252606
1116,434,1.7121638338175575
1117,434,1.7121638338175575
1118,326,1.714766259586595
1119,274,1.7131094881676203
1120,247,1.712513116019788
1121,233,1.7092804492402212
1122,225,1.71078970601418
1123,221,1.713157201362168
1124,219,1.7126650535147265
1125,436,1.7126110693209162
1126,328,1.7103391003895092
1127,275,1.7119081910502412
1128,248,1.7111344689767878
1129,235,1.7128293559979373
1130,227,1.7103642630445242
1131,223,1.7116916600087875
1132,221,1.7126856791676102
1133,440,1.7133965495586854
1134,440,1.7133965495586854
1135,332,1.7112051638298067
1136,278,1.712721563352144
1137,252,1.712191175882381
1138,238,1.713691929768802
1139,230,1.711288992767681
1140,226,1.7126151363160145
1141,224,1.7136040880424175
1142,446,1.7142139116664852
1143,335,1.7117052434730353
1144,280,1.7126941580471344
1145,252,1.7157742278291572
1146,238,1.715850431597668
1147,230,1.7152508075351363
1148,227,1.71514489808042
1149,225,1.7146835425908504
1150,448,1.7144497754119783
1151,447,1.7143321073689246
1152,336,1.7170295985795478
1153,281,1.7172114803073293
1154,253,1.7160734996545546
1155,239,1.7119366161655045
1156,232,1.7142882619056796
1157,228,1.715372540591721
1158,226,1.714915241033621
1159,450,1.7148102231014444
1160,338,1.712365103447359
1161,283,1.7134717761658598
1162,255,1.7166009953517185
1163,242,1.7169322252588537
1164,235,1.7159983620476105
1165,231,1.717266635643502
1166,229,1.7158471304599952
1167,228,1.7156225679152715
1168,456,1.7156225679152666
1169,343,1.7183827676876569
1170,286,1.7182820599629867
1171,258,1.7172823201382055
1172,244,1.7132995674041405
1173,236,1.7154240362479463
1174,232,1.7165092027901294
1175,230,1.7160697402869387
1176,458,1.7158471304599903
1177,457,1.7157350948796903
1178,343,1.7183827676876569
1179,286,1.7182820599629867
1180,257,1.7170886817315174
1181,243,1.7130783829463097
1182,236,1.7154240362479463
1183,232,1.7165092027901294
1184,230,1.7160697402869387
1185,458,1.7158471304599903
1186,344,1.7133188642707833
1187,288,1.7148058150980412
1188,259,1.7168401572490468
1189,246,1.71568265277401
1190,239,1.7173391478720252
1191,235,1.7164930501224929
1192,233,1.7160591072852867
1193,232,1.716509202790129
1194,462,1.7162904227560685
1195,348,1.7139364335395908
1196,292,1.715521453119397
1197,262,1.714502505567556
1198,247,1.7150229938273376
1199,240,1.716312282493155
1200,236,1.7165102288435143
1201,234,1.717538786753627
1202,466,1.7167261048839735
1203,466,1.7167261048839735
1204,350,1.714239924723119
1205,292,1.7151230793522312
1206,262,1.7135247659117332
1207,247,1.714890987871007
1208,240,1.7158548342585511
1209,236,1.7175143585251564
1210,234,1.7169411531137777
1211,466,1.7167261048839735
1212,350,1.7193560601470443
1213,293,1.7194471019932194
1214,264,1.7184133444681784
1215,250,1.7145895151622095
1216,243,1.716911128761788
1217,239,1.7160720281442943
1218,237,1.7156418563087437
1219,236,1.7173657822455
1220,470,1.7173953343366457
1221,354,1.7202148681179583
1222,297,1.7204695055431145
1223,267,1.7194102997577905
1224,252,1.716227914895543
1225,244,1.7168994358924954
1226,240,1.7177381189932706
1227,238,1.7181800873202484
1228,474,1.7180532687774586
1229,473,1.7179496871244362
1230,356,1.7206093695314022
1231,297,1.7188658737299312
1232,267,1.7188307282074091
1233,252,1.714437827337569
1234,244,1.7173650295895537
1235,240,1.7187292653621733
1236,238,1.7182591264324192
1237,474,1.7180532687774586
1238,356,1.7156347919613857
1239,298,1.716771649181252
1240,268,1.715145618330149
1241,254,1.7167742458204784
1242,246,1.7174212734295091
1243,242,1.7190655440229086
1244,240,1.7186656953009574
1245,478,1.7184632614291704
1246,478,1.7184632614291704
1247,361,1.7163468778158957
1248,302,1.7174375530418582
1249,273,1.7160962002408975
1250,258,1.7175536744225952
1251,251,1.7185495387208891
1252,247,1.7201787959871568
1253,244,1.719602542774003
1254,243,1.7192630001818965
1255,246,1.7126467544766115
1256,186,1.7129514641811416
1257,156,1.7172796071546708
1258,140,1.7139956833235581
1259,132,1.7095564381218178
1260,128,1.709836216595796
1261,125,1.7111972034150733
1262,248,1.7130854692845177
1263,248,1.7130854692845177
1264,247,1.7128669999672204
1265,372,1.7130374660389132
1266,341,1.7112726223820702
1267,325,1.7120891627224626
1268,317,1.711289759449142
1269,313,1.7116690768605223
1270,311,1.7121828094409275
1271,310,1.713108268451822
1272,248,1.713214472071184
1273,434,1.7114172065936932
1274,419,1.711613581571158
1275,319,1.7102758988110303
1276,269,1.712481392054457
1277,245,1.7123366822707662
1278,232,1.7150980367410178
1279,226,1.713632567905954
1280,223,1.712913982846523
1281,221,1.7124240877532153
1282,440,1.7121758000127385
1283,332,1.713914931548419
1284,279,1.717110661295696
1285,251,1.716284266962053
1286,238,1.7163614579966782
1287,231,1.7147887329005658
1288,229,1.714332325409243
1289,226,1.713632567905954
1290,224,1.7131556498456768
1291,446,1.712913982846518
1292,336,1.7145474608235214
1293,282,1.7176419030974122
1294,255,1.7170805512553073
1295,241,1.7141426520013507
1296,233,1.7162051384478143
1297,229,1.715317064173418
1298,226,1.7146303784236354
1299,450,1.7133951686937225
1300,449,1.7132756759944723
1301,338,1.714858111295909
1302,283,1.717816480791969
1303,255,1.715037377378143
1304,240,1.7144528388597728
1305,233,1.7125259229686587
1306,229,1.712839937310582
1307,227,1.7123623386026838
1308,452,1.71367669553793
1309,340,1.7124728973878602
1310,285,1.7126650642316676
1311,257,1.7124020684668222
1312,243,1.716176671885971
1313,235,1.7144449027363184
1314,231,1.7150268700938733
1315,229,1.714419424490707
1316,456,1.714188600077692
1317,456,1.714188600077692
1318,344,1.713107484518897
1319,288,1.7132315467985983
1320,261,1.7132395446689708
1321,246,1.71679704650513
1322,240,1.7168315396066627
1323,235,1.7157631172438892
1324,233,1.7153229088884119
1325,232,1.715099958535961
1326,234,1.7114617200636237
1327,177,1.7108288469363078
1328,148,1.7132728049288393
1329,134,1.7148225730921964
1330,126,1.7135543502623705
1331,122,1.713887865970081
1332,120,1.712851361828464
1333,236,1.7119327850686523
1334,235,1.7116982548321062
1335,235,1.7116982548321062
1336,354,1.710828846936301
1337,325,1.710289700660745
1338,310,1.708542652465051
1339,302,1.7111353716998452
1340,298,1.710384874801091
1341,296,1.710862361443684
1342,590,1.7112704221892379
1343,531,1.7115648056911972
1344,503,1.7104284173521038
1345,488,1.7107687295091194
1346,394,1.7101004985113564
1347,346,1.7132433924305912
1348,321,1.7138580868671351
1349,309,1.7139110097638297
1350,606,1.7129641793505197
1351,603,1.7126369593904553
1352,454,1.7123098325822057
1353,379,1.7101420651651658
1354,343,1.7111872615956263
1355,324,1.7131612556531641
1356,314,1.7109425108624512
1357,309,1.7109101583094617
1358,306,1.712519044084673
1359,305,1.71342350752344
1360,306,1.7122378572933958
1361,230,1.7165093882924445
1362,193,1.7206840736884033
1363,174,1.7184589356022129
1364,164,1.7169319777214336
1365,159,1.7145945130513651
1366,157,1.7139263235277262
1367,156,1.7135858038666412
1368,310,1.7132408904034697
1369,309,1.713066759334688
1370,233,1.7175536635618098
1371,194,1.7107384948965032
1372,175,1.710059515889656
1373,165,1.713942945140732
1374,160,1.7146208036005834
1375,157,1.714063738347285
1376,156,1.7135858038666412
1377,310,1.7132408904034697
1378,233,1.709309535709736
1379,195,1.7098948396230955
1380,175,1.7096706817078329
1381,165,1.716517025442174
1382,160,1.7149223435364003
1383,158,1.7142625328133547
1384,157,1.7139263235277262
1385,312,1.7135858038666334
1386,312,1.7135858038666334
1387,236,1.7100434914929643
1388,197,1.7104750685676025
1389,179,1.7142885586748604
1390,169,1.7102328614318616
1391,165,1.7104950998754882
1392,162,1.7114872777955608
1393,160,1.7131098738173134
1394,318,1.7145945130513576
1395,240,1.7109935564790317
1396,202,1.7118753735698156
1397,182,1.7118774782058785
1398,172,1.7185734937939403
1399,166,1.7168063813841332
1400,164,1.7161936861490983
1401,163,1.7158817002318718
1402,322,1.7152461015930427
1403,321,1.7150847268607563
1404,242,1.7114568113069488
1405,203,1.7121471569052205
1406,183,1.7121789531373055
1407,172,1.7185734937939403
1408,167,1.7171072257510367
1409,164,1.7161936861490983
1410,163,1.7158817002318718
1411,324,1.7155658626366475
1412,244,1.7196412332177462
1413,205,1.713588903927561
1414,185,1.712950406406817
1415,174,1.7121585854075925
1416,168,1.7164794264915768
1417,165,1.7155600089612966
1418,164,1.715246061511932
1419,326,1.715881700231864
1420,326,1.715881700231864
1421,246,1.7200266491318865
1422,206,1.713848411144694
1423,187,1.713528983778477
1424,176,1.7127823218308813
1425,170,1.7170743437170526
1426,167,1.7161766243109458
1427,166,1.7158701739112705
1428,330,1.7165018904188356
1429,249,1.720593164090021
1430,209,1.714612032860182
1431,189,1.714095316126398
1432,178,1.7133920417053323
1433,172,1.7176554256582148
1434,169,1.7167786452144493
1435,167,1.7161766243109455
1436,332,1.7168063813841261
1437,332,1.7168063813841261
1438,251,1.720963317289758
1439,210,1.7148617250401668
1440,188,1.7176268841008993
1441,177,1.7164221616335484
1442,172,1.7175324459567165
1443,169,1.7166534824413267
1444,168,1.7163535187019474
1445,334,1.7171072257510296
1446,251,1.720963317289758
1447,211,1.7151090504696307
1448,190,1.7143740112555066
1449,181,1.718443536998531
1450,175,1.717253178540123
1451,172,1.7158947185946827
1452,170,1.7179885227787892
1453,338,1.7176982336197395
1454,338,1.7176982336197395
1455,256,1.7218633968477122
1456,214,1.7158371580423508
1457,193,1.7189072081049437
1458,182,1.7178129646286986
1459,176,1.718657785608996
1460,173,1.7178186595098974
1461,171,1.7172428848765977
1462,340,1.7179885227787823
1463,256,1.7218633968477122
1464,215,1.716075345170791
1465,193,1.7189072081049437
1466,182,1.7178129646286986
1467,176,1.718657785608996
1468,173,1.7178186595098974
1469,172,1.7175324459567165
1470,342,1.7182754167429826
1471,342,1.7182754167429826
1472,258,1.7222136603656137
1473,216,1.716311326862857
1474,196,1.7159864616453486
1475,184,1.7151416726494089
1476,178,1.7193203233548036
1477,175,1.7185021450581945
1478,174,1.7182231493938331
1479,346,1.7188392545916995
1480,261,1.722728990598848
1481,219,1.7170063414353798
1482,198,1.7165022286050622
1483,188,1.7202532549538998
1484,181,1.7189038154058764
1485,178,1.71761896596757
1486,176,1.7196609841837287
1487,350,1.7193902047181602
1488,350,1.7193902047181602
1489,265,1.7233979475808583
1490,222,1.7176825718302666
1491,201,1.7172566340088227
1492,189,1.716514839792467
1493,183,1.7206243415871043
1494,180,1.719850624102606
1495,179,1.7195869550157101
1496,356,1.7201934157171295
1497,268,1.7238865607496212
1498,224,1.7271004255903093
1499,201,1.724985742997634
1500,190,1.7237898763336703
1501,184,1.7217212627260454
1502,181,1.7209700009371343
1503,180,1.7207140154386906
1504,358,1.720455169767073
1505,357,1.720324659344412
1506,268,1.7168499272140452
1507,223,1.7170709446856502
1508,201,1.7170925445569807
1509,190,1.723165757707284
1510,184,1.7217212627260454
1511,181,1.7209700009371343
1512,180,1.7207140154386906
1513,358,1.720455169767073
1514,269,1.724047009931433
1515,225,1.7272779676572723
1516,203,1.7254001434671846
1517,193,1.7244622729293704
1518,187,1.7224484198586278
1519,184,1.7217212627260454
1520,182,1.7212231734081227
1521,362,1.7209700009371274
1522,362,1.7209700009371274
1523,274,1.7248316884118269
1524,229,1.7279726300677483
1525,208,1.72640127921694
1526,196,1.7251140859558138
1527,190,1.7237898763336708
1528,186,1.7228596072084374
1529,184,1.7217212627260454
1530,366,1.721473578966853
1531,276,1.7251375992976614
1532,232,1.7284779071443337
1533,209,1.7265957582190457
1534,197,1.7235170810255496
1535,190,1.7217287853970282
1536,187,1.7224484198586278
1537,185,1.7219662688229695
1538,368,1.7217212627260385
1539,368,1.7217212627260385
1540,278,1.7254391085880165
1541,232,1.7284779071443335
1542,210,1.7267883850401788
1543,198,1.7237369310741935
1544,192,1.7222008542018197
1545,189,1.722920366639563
1546,188,1.7226856484267044
1547,374,1.7224484198586214
1548,281,1.725883325122561
1549,235,1.720413391595151
1550,212,1.7232216584280065
1551,200,1.7222440629712472
1552,193,1.7229200824266968
1553,190,1.7222233354546392
1554,188,1.72174648380355
1555,374,1.7224484198586214
1556,374,1.7224484198586214
1557,282,1.7193419998672421
1558,235,1.7196229334161028
1559,213,1.719906902083743
1560,201,1.7170801202840968
1561,195,1.7203538187706027
1562,192,1.7236098513898355
1563,190,1.7231526141343918
1564,378,1.7229203666395567
1565,285,1.7198441618755556
1566,239,1.7204166481816414
1567,216,1.7205616310917051
1568,203,1.717572408662155
1569,197,1.7208278651856932
1570,193,1.7238349163601316
1571,191,1.7233824297182798
1572,380,1.7231526141343858
1573,380,1.7231526141343858
1574,287,1.720173104236402
1575,240,1.7206109429419556
1576,217,1.7207758511818678
1577,204,1.7178149330836985
1578,198,1.721061297132518
1579,195,1.7242781212247151
1580,193,1.7238349163601319
1581,384,1.7236098513898301
1582,289,1.720497493761804
1583,243,1.7211842324199191
1584,219,1.7211984223186272
1585,207,1.718528446961573
1586,200,1.721521158067763
1587,196,1.724496331783043
1588,194,1.7240576610730025
1589,386,1.7238349163601263
1590,386,1.7238349163601263
1591,291,1.7208174243246577
1592,243,1.7211842324199191
1593,220,1.7214068267201652
1594,208,1.7187617111139546
1595,202,1.7219719128458744
1596,198,1.7249261404585376
1597,196,1.7244963317830433
1598,390,1.7242781212247096
1599,294,1.721289158674988
1600,247,1.7219269556302368
1601,222,1.7218180029718486
1602,209,1.7189927430734908
1603,203,1.7221939595345992
1604,200,1.7253473529605228
1605,198,1.724926140458538
1606,394,1.7247123270057478
1607,393,1.724604604197475
1608,296,1.72159833591811
1609,247,1.723937348995476
1610,222,1.7264969279503966
1611,209,1.7269108345567694
1612,203,1.726450906927725
1613,200,1.7256666396617917
1614,198,1.724926140458538
1615,394,1.7247123270057478
1616,296,1.7279693419570774
1617,248,1.722857915739523
1618,223,1.7253834658473746
1619,210,1.7257597847775166
1620,204,1.7261650007584932
1621,201,1.7255548158346345
1622,199,1.7251378050323998
1623,396,1.7249261404585319
1624,396,1.7249261404585319
1625,299,1.7283614294022274
1626,250,1.723211431538863
1627,226,1.725936526796175
1628,213,1.7249785383699088
1629,206,1.7244061159579827
1630,203,1.7237759493368148
1631,201,1.7242878452977224
1632,400,1.7253473529605168
1633,301,1.7286184789786712
1634,253,1.723731225520501
1635,228,1.7262971484089893
1636,217,1.7257540010848786
1637,209,1.7250181916713658
1638,205,1.7241981097399386
1639,203,1.724709121606681
1640,404,1.725760224620878
1641,404,1.725760224620878
1642,305,1.7291224647056003
1643,255,1.7240709601490227
1644,231,1.7268263723342883
1645,219,1.726131109665446
1646,211,1.725416572704405
1647,208,1.724816128214704
1648,206,1.7253256983404233
1649,410,1.7263644270506753
1650,308,1.7294918633349976
1651,258,1.724570686085162
1652,232,1.7239097092506066
1653,219,1.723437107034186
1654,212,1.7269746643372332
1655,208,1.72620403498493
1656,206,1.7258074975512203
1657,410,1.7263644270506753
1658,410,1.7263644270506753
1659,309,1.7235104320721744
